date,methods,wave,age,age_group,education,gender,nationality,municipality,electoral_district,citizen,voting_intent
2023-02-03 16:17:00,Cati,22,27.0,25-34,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 16:21:00,Cati,22,34.0,25-34,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 16:20:00,Cati,22,80.0,75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-03 16:24:00,Cati,22,43.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-02-03 16:26:00,Cati,22,48.0,45-54,Secondary education,Female,Other,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 16:31:00,Cati,22,32.0,25-34,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 16:36:00,Cati,22,70.0,65-74,Higher education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 16:38:00,Cati,22,33.0,25-34,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 16:41:00,Cati,22,25.0,25-34,Secondary education,Male,Other,Tartu linn,Tartu linn,True,Yes
2023-02-03 16:39:00,Cati,22,43.0,35-44,Higher education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 16:43:00,Cati,22,65.0,65-74,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-02-03 16:51:00,Cati,22,53.0,45-54,Higher education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 16:47:00,Cati,22,46.0,45-54,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 16:47:00,Cati,22,23.0,16-24,Higher education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 16:53:00,Cati,22,84.0,75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 16:52:00,Cati,22,40.0,35-44,Basic education,Female,Other,Tartu linn,Tartu linn,False,No
2023-02-03 16:57:00,Cati,22,35.0,35-44,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 16:56:00,Cati,22,35.0,35-44,Higher education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 17:03:00,Cati,22,49.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 17:07:00,Cati,22,77.0,75+,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-02-03 17:07:00,Cati,22,27.0,25-34,Higher education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 17:43:00,Cati,22,45.0,45-54,Secondary education,Male,Other,Võrumaa,"Võru-, Valga- ja Põlvamaa",False,No
2023-02-03 17:19:00,Cati,22,58.0,55-64,Secondary education,Male,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 17:19:00,Cati,22,39.0,35-44,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 17:27:00,Cati,22,68.0,65-74,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 17:27:00,Cati,22,28.0,25-34,Higher education,Male,Estonian,Tartu linn,Tartu linn,True,No
2023-02-03 17:34:00,Cati,22,52.0,45-54,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-03 17:28:00,Cati,22,56.0,55-64,Secondary education,Male,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 17:35:00,Cati,22,73.0,65-74,Higher education,Female,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 17:43:00,Cati,22,44.0,35-44,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 17:50:00,Cati,22,44.0,35-44,Higher education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-02-03 17:49:00,Cati,22,28.0,25-34,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 17:46:00,Cati,22,48.0,45-54,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 17:58:00,Cati,22,65.0,65-74,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-02-03 17:57:00,Cati,22,34.0,25-34,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 17:59:00,Cati,22,45.0,45-54,Secondary education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 18:04:00,Cati,22,57.0,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-03 18:11:00,Cati,22,60.0,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 18:11:00,Cati,22,22.0,16-24,Secondary education,Male,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 18:13:00,Cati,22,41.0,35-44,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 18:22:00,Cati,22,61.0,55-64,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 18:24:00,Cati,22,51.0,45-54,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-02-03 18:24:00,Cati,22,30.0,25-34,Secondary education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,No
2023-02-03 18:34:00,Cati,22,68.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-02-03 18:42:00,Cati,22,66.0,65-74,Basic education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-02-03 18:43:00,Cati,22,21.0,16-24,Secondary education,Female,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-02-03 19:00:00,Cati,22,69.0,65-74,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 18:50:00,Cati,22,48.0,45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 18:56:00,Cati,22,60.0,55-64,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,False,No
2023-02-03 19:03:00,Cati,22,47.0,45-54,Secondary education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,Yes
2023-02-06 09:05:00,Cati,22,41.0,35-44,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 09:15:00,Cati,22,21.0,16-24,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-02-06 09:15:00,Cati,22,47.0,45-54,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-02-06 09:18:00,Cati,22,55.0,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-06 09:18:00,Cati,22,51.0,45-54,Secondary education,Female,Other,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-06 09:33:00,Cati,22,66.0,65-74,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 09:33:00,Cati,22,56.0,55-64,Basic education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,No
2023-02-06 09:36:00,Cati,22,75.0,75+,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 09:40:00,Cati,22,52.0,45-54,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,True,No
2023-02-06 09:39:00,Cati,22,63.0,55-64,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 09:46:00,Cati,22,39.0,35-44,Secondary education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 09:48:00,Cati,22,51.0,45-54,Higher education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 09:55:00,Cati,22,42.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 10:00:00,Cati,22,47.0,45-54,Higher education,Male,Other,Raplamaa,Harju- ja Raplamaa,False,No
2023-02-06 10:01:00,Cati,22,65.0,65-74,Secondary education,Male,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 10:08:00,Cati,22,72.0,65-74,Higher education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 10:09:00,Cati,22,65.0,65-74,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-06 10:13:00,Cati,22,70.0,65-74,Higher education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 10:24:00,Cati,22,55.0,55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 10:26:00,Cati,22,74.0,65-74,Secondary education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 10:24:00,Cati,22,72.0,65-74,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 10:23:00,Cati,22,65.0,65-74,Higher education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 10:34:00,Cati,22,89.0,75+,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 10:29:00,Cati,22,59.0,55-64,Secondary education,Male,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-06 10:32:00,Cati,22,38.0,35-44,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 10:36:00,Cati,22,66.0,65-74,Higher education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 10:40:00,Cati,22,42.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 10:38:00,Cati,22,61.0,55-64,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 10:42:00,Cati,22,35.0,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-06 10:41:00,Cati,22,34.0,25-34,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 10:46:00,Cati,22,41.0,35-44,Secondary education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 10:50:00,Cati,22,52.0,45-54,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 10:51:00,Cati,22,66.0,65-74,Secondary education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-02-06 10:59:00,Cati,22,69.0,65-74,Higher education,Male,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-06 10:56:00,Cati,22,57.0,55-64,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 10:59:00,Cati,22,50.0,45-54,Higher education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 10:57:00,Cati,22,45.0,45-54,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 11:00:00,Cati,22,91.0,75+,Higher education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 11:04:00,Cati,22,87.0,75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-06 11:03:00,Cati,22,55.0,55-64,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-02-06 11:16:00,Cati,22,88.0,75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-06 11:14:00,Cati,22,80.0,75+,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 11:17:00,Cati,22,51.0,45-54,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-02-06 11:20:00,Cati,22,59.0,55-64,Higher education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 11:25:00,Cati,22,67.0,65-74,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 11:28:00,Cati,22,86.0,75+,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-06 11:30:00,Cati,22,85.0,75+,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 11:39:00,Cati,22,66.0,65-74,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 11:34:00,Cati,22,72.0,65-74,Secondary education,Female,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 11:37:00,Cati,22,53.0,45-54,Higher education,Male,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 11:40:00,Cati,22,64.0,55-64,Higher education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 11:37:00,Cati,22,71.0,65-74,Higher education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 11:46:00,Cati,22,58.0,55-64,Secondary education,Male,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 11:53:00,Cati,22,94.0,75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 11:55:00,Cati,22,75.0,75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 11:50:00,Cati,22,47.0,45-54,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 11:58:00,Cati,22,62.0,55-64,Secondary education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 12:10:00,Cati,22,81.0,75+,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 12:00:00,Cati,22,32.0,25-34,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No opinion
2023-02-06 11:58:00,Cati,22,47.0,45-54,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 12:03:00,Cati,22,69.0,65-74,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 12:06:00,Cati,22,53.0,45-54,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 12:08:00,Cati,22,35.0,35-44,Higher education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 12:11:00,Cati,22,58.0,55-64,Basic education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 12:15:00,Cati,22,50.0,45-54,Secondary education,Male,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 12:20:00,Cati,22,44.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 12:16:00,Cati,22,73.0,65-74,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-06 12:17:00,Cati,22,37.0,35-44,Higher education,Male,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 12:26:00,Cati,22,72.0,65-74,Basic education,Male,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 12:24:00,Cati,22,74.0,65-74,Secondary education,Male,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 12:28:00,Cati,22,47.0,45-54,Higher education,Female,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 12:29:00,Cati,22,19.0,16-24,Basic education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 12:31:00,Cati,22,49.0,45-54,Secondary education,Male,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-06 12:46:00,Cati,22,57.0,55-64,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-02-06 12:32:00,Cati,22,28.0,25-34,Higher education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 12:43:00,Cati,22,30.0,25-34,Higher education,Male,Other,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 12:37:00,Cati,22,67.0,65-74,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 12:40:00,Cati,22,50.0,45-54,Secondary education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 12:38:00,Cati,22,60.0,55-64,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 12:41:00,Cati,22,26.0,25-34,Higher education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 12:42:00,Cati,22,38.0,35-44,Secondary education,Male,Estonian,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 12:43:00,Cati,22,47.0,45-54,Higher education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 12:44:00,Cati,22,60.0,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-06 12:49:00,Cati,22,56.0,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-06 12:46:00,Cati,22,39.0,35-44,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 12:51:00,Cati,22,53.0,45-54,Basic education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 12:50:00,Cati,22,87.0,75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 12:54:00,Cati,22,60.0,55-64,Secondary education,Female,Estonian,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 12:54:00,Cati,22,39.0,35-44,Secondary education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-06 12:59:00,Cati,22,53.0,45-54,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 13:01:00,Cati,22,60.0,55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 12:57:00,Cati,22,41.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 12:57:00,Cati,22,43.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:00:00,Cati,22,61.0,55-64,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:10:00,Cati,22,64.0,55-64,Secondary education,Male,Other,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 13:07:00,Cati,22,69.0,65-74,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-06 13:07:00,Cati,22,44.0,35-44,Higher education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 13:09:00,Cati,22,69.0,65-74,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-06 13:10:00,Cati,22,52.0,45-54,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-02-06 13:09:00,Cati,22,21.0,16-24,Secondary education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:08:00,Cati,22,21.0,16-24,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-06 13:14:00,Cati,22,48.0,45-54,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-02-06 13:12:00,Cati,22,70.0,65-74,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 13:14:00,Cati,22,29.0,25-34,Secondary education,Male,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-02-06 13:16:00,Cati,22,46.0,45-54,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:17:00,Cati,22,64.0,55-64,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 13:21:00,Cati,22,25.0,25-34,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 13:28:00,Cati,22,76.0,75+,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 13:28:00,Cati,22,23.0,16-24,Secondary education,Male,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 13:25:00,Cati,22,44.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:28:00,Cati,22,52.0,45-54,Higher education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 13:28:00,Cati,22,66.0,65-74,Higher education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-06 13:28:00,Cati,22,86.0,75+,Basic education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-06 13:32:00,Cati,22,55.0,55-64,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 13:31:00,Cati,22,73.0,65-74,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,No
2023-02-06 13:37:00,Cati,22,58.0,55-64,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 13:39:00,Cati,22,71.0,65-74,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:42:00,Cati,22,48.0,45-54,Basic education,Female,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-02-06 13:39:00,Cati,22,43.0,35-44,Secondary education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 13:42:00,Cati,22,52.0,45-54,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 13:44:00,Cati,22,63.0,55-64,Secondary education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-06 13:45:00,Cati,22,34.0,25-34,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 13:50:00,Cati,22,66.0,65-74,Higher education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 13:48:00,Cati,22,64.0,55-64,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-06 13:50:00,Cati,22,31.0,25-34,Secondary education,Male,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 13:51:00,Cati,22,84.0,75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-06 13:56:00,Cati,22,72.0,65-74,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-06 13:53:00,Cati,22,64.0,55-64,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-06 13:54:00,Cati,22,73.0,65-74,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-06 13:59:00,Cati,22,86.0,75+,Basic education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,No opinion
2023-02-06 14:00:00,Cati,22,52.0,45-54,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 13:59:00,Cati,22,61.0,55-64,Higher education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 13:55:00,Cati,22,71.0,65-74,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 14:03:00,Cati,22,48.0,45-54,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-06 14:05:00,Cati,22,24.0,16-24,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-06 14:05:00,Cati,22,59.0,55-64,Secondary education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-02-06 14:00:00,Cati,22,79.0,75+,Secondary education,Female,Other,Mustamäe,Mustamäe ja Nõmme,False,Yes
2023-02-06 14:03:00,Cati,22,62.0,55-64,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 14:05:00,Cati,22,63.0,55-64,Basic education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-06 14:04:00,Cati,22,56.0,55-64,Higher education,Female,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-06 14:07:00,Cati,22,44.0,35-44,Higher education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 14:08:00,Cati,22,27.0,25-34,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-06 14:09:00,Cati,22,30.0,25-34,Secondary education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-06 14:13:00,Cati,22,49.0,45-54,Basic education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 14:13:00,Cati,22,49.0,45-54,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-06 14:17:00,Cati,22,65.0,65-74,Higher education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-06 14:20:00,Cati,22,45.0,45-54,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No opinion
2023-02-06 14:22:00,Cati,22,43.0,35-44,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 14:23:00,Cati,22,45.0,45-54,Higher education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-06 14:24:00,Cati,22,73.0,65-74,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-06 14:23:00,Cati,22,78.0,75+,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-06 14:29:00,Cati,22,58.0,55-64,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
