date,methods,wave,age,age_group,education,gender,nationality,municipality,electoral_district,citizen,voting_intent
2023-03-01 16:14:00,Cati,23,87.0,75+,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-01 16:11:00,Cati,23,35.0,35-44,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-03-01 16:20:00,Cati,23,69.0,65-74,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-01 16:23:00,Cati,23,43.0,35-44,Higher education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-01 16:22:00,Cati,23,25.0,25-34,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-01 16:34:00,Cati,23,47.0,45-54,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-01 16:33:00,Cati,23,35.0,35-44,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-01 16:39:00,Cati,23,63.0,55-64,Secondary education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-03-01 16:48:00,Cati,23,57.0,55-64,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-01 16:45:00,Cati,23,62.0,55-64,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-01 16:43:00,Cati,23,61.0,55-64,Secondary education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-01 16:52:00,Cati,23,80.0,75+,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-01 16:52:00,Cati,23,39.0,35-44,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-01 16:55:00,Cati,23,38.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-01 17:05:00,Cati,23,62.0,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-01 17:04:00,Cati,23,37.0,35-44,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,No
2023-03-01 17:09:00,Cati,23,66.0,65-74,Higher education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-03-01 17:07:00,Cati,23,45.0,45-54,Higher education,Male,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-01 17:17:00,Cati,23,82.0,75+,Secondary education,Female,Estonian,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-01 17:31:00,Cati,23,63.0,55-64,Higher education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-03-01 17:41:00,Cati,23,66.0,65-74,Secondary education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-03-01 17:49:00,Cati,23,49.0,45-54,Higher education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-01 18:20:00,Cati,23,70.0,65-74,Secondary education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-03-01 18:25:00,Cati,23,44.0,35-44,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-01 18:41:00,Cati,23,56.0,55-64,Basic education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-01 19:00:00,Cati,23,58.0,55-64,Higher education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-01 19:10:00,Cati,23,38.0,35-44,Higher education,Female,Other,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-01 19:21:00,Cati,23,42.0,35-44,Higher education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-01 19:33:00,Cati,23,38.0,35-44,Higher education,Female,Other,Järvamaa,Järva- ja Viljandimaa,False,No
2023-03-01 19:47:00,Cati,23,67.0,65-74,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-01 20:00:00,Cati,23,62.0,55-64,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-02 09:22:00,Cati,23,75.0,75+,Secondary education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 09:35:00,Cati,23,70.0,65-74,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-02 09:59:00,Cati,23,61.0,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 09:55:00,Cati,23,48.0,45-54,Secondary education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,Yes
2023-03-02 10:13:00,Cati,23,52.0,45-54,Higher education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 10:14:00,Cati,23,20.0,16-24,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-02 10:19:00,Cati,23,59.0,55-64,Secondary education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-02 10:35:00,Cati,23,24.0,16-24,Higher education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 10:38:00,Cati,23,41.0,35-44,Secondary education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-02 10:56:00,Cati,23,78.0,75+,Higher education,Male,Other,Valgamaa,"Võru-, Valga- ja Põlvamaa",False,Yes
2023-03-02 10:55:00,Cati,23,45.0,45-54,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-02 11:07:00,Cati,23,45.0,45-54,Secondary education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-03-02 11:08:00,Cati,23,83.0,75+,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 11:12:00,Cati,23,81.0,75+,Higher education,Female,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-02 11:32:00,Cati,23,55.0,55-64,Secondary education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-02 11:27:00,Cati,23,60.0,55-64,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 11:29:00,Cati,23,65.0,65-74,Higher education,Male,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 11:30:00,Cati,23,60.0,55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-02 11:39:00,Cati,23,54.0,45-54,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 11:38:00,Cati,23,25.0,25-34,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 11:48:00,Cati,23,62.0,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-02 11:45:00,Cati,23,22.0,16-24,Secondary education,Male,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,No
2023-03-02 11:53:00,Cati,23,21.0,16-24,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-02 11:59:00,Cati,23,22.0,16-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-02 12:00:00,Cati,23,43.0,35-44,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-02 12:03:00,Cati,23,24.0,16-24,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-02 12:07:00,Cati,23,35.0,35-44,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 12:09:00,Cati,23,37.0,35-44,Higher education,Male,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-02 12:17:00,Cati,23,38.0,35-44,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-03-02 12:24:00,Cati,23,83.0,75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 12:18:00,Cati,23,29.0,25-34,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-02 12:36:00,Cati,23,43.0,35-44,Higher education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 12:38:00,Cati,23,20.0,16-24,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 12:43:00,Cati,23,48.0,45-54,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 12:45:00,Cati,23,69.0,65-74,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-02 12:50:00,Cati,23,62.0,55-64,Secondary education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,No
2023-03-02 13:00:00,Cati,23,42.0,35-44,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,No opinion
2023-03-02 13:06:00,Cati,23,45.0,45-54,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 13:09:00,Cati,23,24.0,16-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-02 13:12:00,Cati,23,43.0,35-44,Basic education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 13:14:00,Cati,23,62.0,55-64,Higher education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 13:22:00,Cati,23,83.0,75+,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 13:25:00,Cati,23,34.0,25-34,Secondary education,Male,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 13:23:00,Cati,23,63.0,55-64,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 13:26:00,Cati,23,20.0,16-24,Secondary education,Male,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 13:28:00,Cati,23,56.0,55-64,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 13:35:00,Cati,23,81.0,75+,Secondary education,Female,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-02 13:37:00,Cati,23,75.0,75+,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 13:39:00,Cati,23,25.0,25-34,Higher education,Female,Other,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-02 13:41:00,Cati,23,37.0,35-44,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-02 13:59:00,Cati,23,77.0,75+,Secondary education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-02 13:56:00,Cati,23,65.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No opinion
2023-03-02 14:02:00,Cati,23,37.0,35-44,Higher education,Female,Other,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 14:03:00,Cati,23,17.0,16-24,Basic education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 14:15:00,Cati,23,60.0,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-02 14:15:00,Cati,23,50.0,45-54,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-02 14:18:00,Cati,23,41.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 14:17:00,Cati,23,73.0,65-74,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 14:22:00,Cati,23,18.0,16-24,Secondary education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-03-02 14:34:00,Cati,23,64.0,55-64,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-02 14:31:00,Cati,23,73.0,65-74,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-02 14:32:00,Cati,23,23.0,16-24,Basic education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-02 14:34:00,Cati,23,51.0,45-54,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 14:37:00,Cati,23,66.0,65-74,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 14:36:00,Cati,23,60.0,55-64,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 14:40:00,Cati,23,67.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-02 14:52:00,Cati,23,47.0,45-54,Basic education,Male,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 14:50:00,Cati,23,62.0,55-64,Secondary education,Female,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-02 14:50:00,Cati,23,34.0,25-34,Secondary education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-02 14:54:00,Cati,23,35.0,35-44,Higher education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-02 14:57:00,Cati,23,64.0,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 15:06:00,Cati,23,40.0,35-44,Higher education,Male,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 15:06:00,Cati,23,55.0,55-64,Secondary education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No opinion
2023-03-02 15:13:00,Cati,23,74.0,65-74,Higher education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-02 15:15:00,Cati,23,63.0,55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-02 15:13:00,Cati,23,38.0,35-44,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,No
2023-03-02 15:15:00,Cati,23,33.0,25-34,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 15:28:00,Cati,23,65.0,65-74,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-02 15:37:00,Cati,23,53.0,45-54,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 15:32:00,Cati,23,69.0,65-74,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-02 15:36:00,Cati,23,61.0,55-64,Higher education,Male,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-02 15:39:00,Cati,23,71.0,65-74,Basic education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-02 15:48:00,Cati,23,86.0,75+,Higher education,Male,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 15:47:00,Cati,23,30.0,25-34,Secondary education,Male,Other,Pirita,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-02 15:50:00,Cati,23,35.0,35-44,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 15:59:00,Cati,23,70.0,65-74,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 16:06:00,Cati,23,19.0,16-24,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-02 16:17:00,Cati,23,19.0,16-24,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 16:19:00,Cati,23,22.0,16-24,Secondary education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 16:22:00,Cati,23,48.0,45-54,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 16:27:00,Cati,23,48.0,45-54,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-02 16:30:00,Cati,23,40.0,35-44,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-02 16:41:00,Cati,23,62.0,55-64,Higher education,Female,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-02 16:38:00,Cati,23,28.0,25-34,Secondary education,Male,Other,Pärnumaa,Pärnumaa,False,No
2023-03-02 16:42:00,Cati,23,43.0,35-44,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-02 16:48:00,Cati,23,18.0,16-24,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-02 16:52:00,Cati,23,69.0,65-74,Higher education,Female,Estonian,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-02 16:52:00,Cati,23,35.0,35-44,Secondary education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-03-02 17:17:00,Cati,23,63.0,55-64,Secondary education,Female,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-03-02 17:35:00,Cati,23,50.0,45-54,Higher education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,No
2023-03-02 17:48:00,Cati,23,35.0,35-44,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-02 18:00:00,Cati,23,50.0,45-54,Secondary education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-02 18:12:00,Cati,23,53.0,45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-02 18:28:00,Cati,23,27.0,25-34,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-03-03 09:10:00,Cati,23,72.0,65-74,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 09:24:00,Cati,23,25.0,25-34,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-03 09:30:00,Cati,23,73.0,65-74,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 09:40:00,Cati,23,67.0,65-74,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No opinion
2023-03-03 09:53:00,Cati,23,60.0,55-64,Secondary education,Female,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-03 10:04:00,Cati,23,60.0,55-64,Higher education,Female,Other,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-03 10:06:00,Cati,23,61.0,55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-03 10:18:00,Cati,23,45.0,45-54,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-03-03 10:13:00,Cati,23,55.0,55-64,Higher education,Male,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,No opinion
2023-03-03 10:17:00,Cati,23,18.0,16-24,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-03-03 10:41:00,Cati,23,46.0,45-54,Higher education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-03 10:54:00,Cati,23,64.0,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-03 10:53:00,Cati,23,65.0,65-74,Higher education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-03-03 11:03:00,Cati,23,66.0,65-74,Secondary education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-03 11:11:00,Cati,23,36.0,35-44,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 11:16:00,Cati,23,66.0,65-74,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-03 11:09:00,Cati,23,50.0,45-54,Higher education,Male,Other,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-03 11:21:00,Cati,23,61.0,55-64,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 11:34:00,Cati,23,68.0,65-74,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-03 11:33:00,Cati,23,49.0,45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-03 11:41:00,Cati,23,16.0,16-24,Basic education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-03 11:41:00,Cati,23,56.0,55-64,Higher education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-03 11:50:00,Cati,23,49.0,45-54,Higher education,Male,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 11:53:00,Cati,23,67.0,65-74,Higher education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-03-03 11:56:00,Cati,23,24.0,16-24,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 12:07:00,Cati,23,39.0,35-44,Higher education,Female,Estonian,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-03 12:12:00,Cati,23,53.0,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-03 12:14:00,Cati,23,65.0,65-74,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-03 12:17:00,Cati,23,73.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-03 12:20:00,Cati,23,50.0,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-03 12:22:00,Cati,23,50.0,45-54,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 12:40:00,Cati,23,73.0,65-74,Basic education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 12:36:00,Cati,23,60.0,55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-03 12:38:00,Cati,23,32.0,25-34,Higher education,Female,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 12:41:00,Cati,23,77.0,75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-03 12:49:00,Cati,23,33.0,25-34,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-03 13:00:00,Cati,23,44.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 13:08:00,Cati,23,65.0,65-74,Secondary education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 13:13:00,Cati,23,26.0,25-34,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-03 13:12:00,Cati,23,64.0,55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-03 13:12:00,Cati,23,81.0,75+,Secondary education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 13:20:00,Cati,23,48.0,45-54,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-03 13:29:00,Cati,23,55.0,55-64,Secondary education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,Yes
2023-03-03 13:28:00,Cati,23,70.0,65-74,Secondary education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-03 13:35:00,Cati,23,34.0,25-34,Higher education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-03 13:38:00,Cati,23,46.0,45-54,Secondary education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-03 13:43:00,Cati,23,71.0,65-74,Basic education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-03 13:42:00,Cati,23,33.0,25-34,Higher education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-03 13:43:00,Cati,23,30.0,25-34,Higher education,Female,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-03 13:49:00,Cati,23,49.0,45-54,Higher education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 13:51:00,Cati,23,24.0,16-24,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-03 14:01:00,Cati,23,83.0,75+,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-03 13:58:00,Cati,23,18.0,16-24,Basic education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,No
2023-03-03 14:07:00,Cati,23,22.0,16-24,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 14:07:00,Cati,23,35.0,35-44,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 14:09:00,Cati,23,47.0,45-54,Basic education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-03 14:09:00,Cati,23,50.0,45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-03 14:15:00,Cati,23,82.0,75+,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-03 14:24:00,Cati,23,62.0,55-64,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-03 14:20:00,Cati,23,67.0,65-74,Secondary education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-03-03 14:27:00,Cati,23,73.0,65-74,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-03 14:28:00,Cati,23,39.0,35-44,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-03 14:31:00,Cati,23,32.0,25-34,Higher education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-03 14:39:00,Cati,23,52.0,45-54,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-03 14:40:00,Cati,23,43.0,35-44,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
